thread_id,customer_text,intent,predicted_intent,predicted_response,escalate_to_human,correct
GWR_000097,"This isn't really a window seat, isn't it @gwrhelp? https://t.co/5c7JxQDorK @GWRHelp That's not the issue. This should not be allocated when you book as a window seat.",BOOKING / TICKETS,BOOKING / TICKETS,"Seat reservations are available on most long-distance GWR services. If you hold a flexible ticket, reservations are optional. You can reserve or amend a seat reservation at any station ticket office or by contacting us via DM.",False,True
GWR_000098,"@GWRHelp Hi, what train will be on the first Bristol train from Weymouth tomorrow (18th Nov) and what trips will the SWT branded 158885 that you have be on ? Thankyou @GWRHelp It’s usually the same train that does the 2313 into Weymouth. Would you be able to find out what’s running on that tonight please?",TRAIN / SERVICE INFORMATION,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000099,"@GWRHelp just booked 3 journeys to Worcester in December. £150. Need to book 4 more in Jan. Same services. Would total over £280!!! WHY? @GWRHelp Monday 6.52am Paddington to Worcester Foregate, returning 17.28 on fridays. Same journey. Average £20 more per journey in Jan. @GWRHelp a) Why not? And b) When will they be? And c) is this just a way of squeezing more cash out of people? @GWRHelp So how come I CAN book this journey on several websites but for the highest price only? Seems a little devious. @GWRHelp but WHY? I'm booking dozens of journeys and find this very frustrating.",BOOKING / TICKETS,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",False,True
GWR_000100,"@GWRHelp Excellent service in 1st class on the 16.04 from Plymouth to Reading this afternoon. Well done to the chap with the trolley #polite @GWRHelp @GWRHelp Hello again. I'm on your train from Gatwick to Reading. It arrives at 18.26. The Plymouth train I need leaves at 18.31. Very tight. @GWRHelp I have to get from platform 1 to Platform 7. I think that's a fair distance. I'll speak to the conducter on this train. Thanks. @GWRHelp Ok thanks. The conducter reckons we'll arrive at 5 or 6 anyway, which are near 7. I'm moving to the front of the train too. @GWRHelp Made it, thanks to the conducter on the Reading train, really helpful. Thanks. @GWRHelp Also the train manager has allowed me to use the ticket for the later train. GWR seem to know how to look after customers really well.",ROUTE / TIMETABLE / STATION,ROUTE / TIMETABLE / STATION,"Live platform allocations and departure times are displayed on station screens and in the GWR app. Platforms are confirmed shortly before arrival, so please check the departure boards at the station.",False,True
GWR_000101,"Great stuff @GWRHelp looking out for the safety of a woman with a peanut allergy on board the 10.30 redruth to London today. https://t.co/QNLbMLX31J @GWRHelp They are all doing it ongoing, whole team effort to keep one very vulnerable passenger safe. We are all impressed.",OTHER,TRAIN / SERVICE INFORMATION,"For information regarding onboard amenities, carriage formations, and services, please visit www.gwr.com/onboard or ask your train manager during your journey.",False,False
GWR_000102,"@GWRHelp 09.15 to Slough - cancelled, 09.35 not calling at Slough , 09.45 - cancelled. You're an absolute joke of a company. @GWRHelp Yes , no trains to slough from 08.40 to 10.15. is this an acceptable service for GWR?",TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,True
GWR_000103,"Hi @GWRHelp - My friend @117197 tweeted this to you yesterday &amp; again today. Still awaiting a reply. This is a journey we are making together. Please give a response soonest. https://t.co/zRLWWTXQsX @GWRHelp @233485 Hooray! @117197 @GWRHelp Lewis? Are you still working on this? @GWRHelp @117197 Thanks Phil. I think there's a valid case for your site to show all possible routes/fares &amp; then the customer can select the one they want 1/2 @GWRHelp @117197 The site displaying the ones that it ""thinks"" the customer would most likely want/use means missing out on good deals - Would be good if you could feed this back? 2/2 @GWRHelp @233485 Thanks for your help Phil, and to Lewis. My overriding feeling is that it should show the passenger all options and it be up to them. @233485 @GWRHelp Said it better than me! @GWRHelp @233485 Thanks Phil. Same applies to an All Zones Travelcard. Available via NRE website but not yours that I can see. @GWRHelp @233485 You’re quite right Phil, apologies!",BOOKING / TICKETS,TECHNICAL / WEBSITE / APP,"We apologize for the technical issue with our app/website. Please check if you have the latest app update installed, or try completing your transaction via a web browser. If it persists, please DM us a screenshot of the error.",False,False
GWR_000104,@GWRHelp I have experience awful delays today and it really isn't acceptable. This morning I was delayed about 45 mins from Wolre to bath @GWRHelp GWR ? @GWRHelp The time it was ment to leave was 6.31 from worle bath direct expected to get in at 7.11 this morning. @GWRHelp It was about 20 mins late to worle. Then it stopped at temple meads and they couldn't repair or so had to wait for another train to bath @GWRHelp It wasn't 5 minutes late,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000105,@GWRHelp what's the point of free WiFi if you can never get on it?! https://t.co/F1MMa2TYhX @GWRHelp Was 20.45 PAD to Bristol TM. But I have either not been able to connect or get any internet connection on any train and I travel weekly @GWRHelp Doesn't work... https://t.co/kyrOUQgaiW @GWRHelp And neither from my laptop... https://t.co/EF9u002Ccq @GWRHelp 17.30 from PAD to BRI @GWRHelp Wifi never works &amp; I travel to London weekly! Staff always say too many people using it - need to build more capacity as it's useless,TECHNICAL / WEBSITE / APP,TRAIN / SERVICE INFORMATION,"We apologise for the issues with onboard facilities. Please send us a DM with your train time, origin/destination, and coach letter so our on-train and maintenance crews can be notified to resolve this.",False,False
GWR_000106,"Thanks for running a 7 coach service this morning @GWRHelp. Totally rammed. @GWRHelp Left Reading at around 8am. There has been a marked increase in 7 car trains in the last few weeks. @GWRHelp @331754 Its not ""more than usual"" if its the norm.",GENERAL CUSTOMER SERVICE,TRAIN / SERVICE INFORMATION,"We try to run all trains with their scheduled number of carriages, but short formations can occur when rolling stock undergoes urgent maintenance. We are sorry for the crowding and inconvenience this caused.",False,False
GWR_000107,@GWRHelp c.spa to ldn been told to go b'ham then Euston. Are tickets valid on Virgin trains from Birmingham? @GWRHelp Fab thanks Phil.,BOOKING / TICKETS,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",False,True
GWR_000108,"@GWRHelp have tkt for swi-pad tonite, how do we get there departing swin approx 2000hrs pls?",ROUTE / TIMETABLE / STATION,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000109,Congrats @GWRHelp 4 getting yr IEP trains into service today -  a coffee at B'ham More St this morning is nearest I'll get to GWR today https://t.co/bI9llB9VGj,OTHER,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,True
GWR_000110,"Sprinting across King’s Cross, I made my connection with seconds to spare. Now to try to recover from the asthma attack courtesy of @GWRHelp @GWRHelp Hi Jordan. The 15:13 from Bath Spa to Paddington, though to be honest it makes little difference. Every train is delayed, these days. @GWRHelp Thanks, Jordan. I appreciate that there’s nothing you personally can do about it, but I’m sick to death of the dismal service GWR offer.",TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000111,@GWRHelp leaving us minus 2 carriages with 12 people stood in a tiny middle section. Brilliant. @GWRHelp 2.18 Bath Spa to London Paddington thanks Phil,GENERAL CUSTOMER SERVICE,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000112,"@GWRHelp @GWRHelp any update when the trains to paddington are departing reading? @GWRHelp Any ideas on when it will be fixed or moved? Currently on a train back from Bristol and stopped stock still near Newbury apparently because of this. Thanks! @GWRHelp Any indication on how long until the line is cleared? Trying to decide to try and find an alternative route from West Drayton @GWRHelp Any update? @GWRHelp At Slough station, any more news? And what is the terms for compensation? Thanks @GWRHelp @GWRHelp any update on eta please.... say at West Drayton and need to decide whether to take an alternate route which will take longer.... @GWRHelp @259491 The Waterloo line from reading isn’t operating this weekend though? It says we’d have to change at Paddington (which obviously we can’t get to)? @GWRHelp Any update when any trains are leaving Paddington? Waiting to get to Bristol and no updates at station and now even the train times have gone offline! @GWRHelp  https://t.co/op2ZWTxYJD @GWRHelp Is paddington line clear yet please ? @GWRHelp @242981 En-route or there? Matey in the announcers box at Paddington has been telling us he’s been there the last hour. So which is it? @GWRHelp What’s the update please? Can’t get on any alternative route at Reading as it’s rammed @GWRHelp How does one knackered freight train bring all the lines into and out of Paddington to a halt? @GWRHelp Currently at Reading station. Do you know when the next station to Paddington will be? @GWRHelp Not sure how that helps as all trains from Reading to Bristol surely originate from temple meads and show as cancelled! @GWRHelp I meant originate from Paddington @GWRHelp Stuck at Paddington wanting to go to goring  ? Stick or go to waterloo @GWRHelp Hi, I have an advance single for the 2004 from slough to Plymouth via reading. In view of the issues tonight can this ticket be used on an earlier train from reading to Plymouth? (And are the trains from reading to the sw running?) @GWRHelp So now we’re terminating at reading - how do I get to London?? @GWRHelp Hi Jordan, I have got a bus to complete my journey. Will I be able to claim any compensation? Thanks @GWRHelp Here's a revolutionary idea- any chance of a replacement bus for those travelling psr reading? Currently looking at a 5hr journey if we take the recommended route all round the houses... @GWRHelp The queue to change tickets is abysmal,if I go to the station tomorrow can I change my ticket to a route tomorrow instead of waiting in the hell that is Paddington tonight? Thanks 🙏🏻 @GWRHelp So you have no trains AND no buses running? Good job you're a transport company 👍🏻 @GWRHelp This has meant that what should have been a 2.5 hour journey will now be close to 5. Can you advise how I can get a refund on my tickets?? @GWRHelp No contingency though. Poor planning! @259968 @GWRHelp What contingency could they have right now? @122146 @GWRHelp @242981 Engineers got sent when I was first at Paddington at 3:30 - Everyone’s been sat on the floor for over two hours with staff not having a clue what’s been going on... @GWRHelp Thanks. However there is no way of getting to these stations directly. We have to get another train to Basingstoke then to Waterloo. Yet the trains are too packed for most people to get on. We've been at Reading station for over an hour with no available trains. @GWRHelp Any update on when the line will reopen to London Paddington? Also why when there is more than one line does a broken down train  close all the lines? @GWRHelp @259485 Apparently they said that 2 hours ago. @259481 @122146 @GWRHelp @242981  https://t.co/GcKptQxxDi @259125 @259968 @GWRHelp Buses @GWRHelp Thanks. I bought two tickets for myself and another person - they obviously have different ticket numbers but my contact details will be the same for both. Is that ok? @131631 @259968 @GWRHelp They can't have buses at the ready at any point in time incase something goes tits up. Sourcing buses for the amount of passengers that exist on this route would also take hours, as availability from bus companies is severely limited. @GWRHelp I’ve met 7 lovely people and we’re getting a cab to London from Reading. Where shall I send my expenses? https://t.co/snRrEdF7a0 @GWRHelp And are there trains from reading to goring on Thames ? @GWRHelp Trying to get back to the south-west (taunton) from Paddington. Can you tell us what will be the best option please? @GWRHelp  planning alternative arrangements. Will my ticket be valid tomorrow? @259125 @259968 @GWRHelp When you have only two lines working yes you can. Other rail companies manage this too. I know a thing or two about it and reading buses could easily get people in within a couple of hours. They knew they had a single point of failure @GWRHelp Why has this apparently only just been conveyed to our driver? Had we known this before we set out on our journey, we could have planned accordingly. Instead, we have stopped in the middle of nowhere with no real information. @GWRHelp @259976 They bloody better be. Im going from Waterloo via Basingstoke to Reading. @GWRHelp Also - please stop telling people to go to Waterloo. There are no trains there from Reading today. @GWRHelp @260837 Just turn up and get on one and then defy the guard to argue with you. Assuming you can actually find any staff. They’ll all be “out of position” because of the delays @GWRHelp @259485 Pardon?! Marylebone from reading? When did that service start? @GWRHelp @259485 @27663 Good luck! @259486 @GWRHelp @259485 Is that a diversion that is being put on? Where can we access info about this? @259487 @GWRHelp @259485 It doesn’t exist. From reading, you either have to get an Oxford train or a Basingstoke train and change at either station for london. They’re saying that tickets are valid @GWRHelp do we get refund if delayed due to the freight train? @GWRHelp Thanx for prompt reply - 1st advance single Bath to London @260487 @GWRHelp Drivers on rest, had a few beers can’t work? Busy with families? Sunday is a difficult day. Would you go in if work rang you now? @124607 @GWRHelp I'm sure all these people would love to spend Sunday evening with their family and beers too, but unfortunately have been stuck here for 3 hrs. Maybe even a work emergency they can't get to? Don't offer services on a sunday if you can't deliver it due to staff constraints... https://t.co/TkBn1ll6Va @GWRHelp Ive had to get a train from Reading to Basingstoke - rammed, standing room only and now a train from Basingstoke to Waterloo (sat on the floor as my sprained ankle can’t take it anymore!). Compensation claim is IN! @260487 @133437 @124607 @GWRHelp Where's that? @251821 @133437 @124607 @GWRHelp London Paddington. All services have been cancelled for the last 3 hrs @GWRHelp Thank you so much,👍🏻 you must be dealing with a tonne of complaints so I appreciate your swift reply 🙌🏻 @259125 @131631 @GWRHelp My point is that risking the entire West of England network for a Sunday on a single point of failure without contingency is inept management. @GWRHelp Jokes bruv, just like the contingency plan for 1 broken down train. Creating hassle, cost and confusion for 1000s. @GWRHelp @259492 @259491 I think the confusion Lewis was in you saying ""from Reading using South Western Railway"", instead of GWR to Guildford, then SWR?",OTHER,TRAIN DELAY / CANCELLATION,Rail replacement buses are operating on this route due to service disruption. Replacement buses usually pick up from the station front or designated bus bays. Please check station signage or speak to platform staff for exact pickup points.,True,False
GWR_000113,"@GWRHelp order 2x lots of tickets online on 29/09/2017 and still not arrived, what should I do ?? @GWRHelp Have replied privately",BOOKING / TICKETS,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",False,True
GWR_000114,@GWRHelp is the 06:28 from didcot-Pad cancellation a regular thing now? 3 times in 2 weeks. 6:47 really busy. @GWRHelp 4 out of last 10 work days service cancelled.broken train again? That’s 40% failure rate for this service and no refund  for season tickets @GWRHelp How many more times will you make me late for work with this?No tweet ancmnt either.I don’t buy your reason for cancellation  either.,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,True
GWR_000115,Here at Bristol for the @GWRHelp 0600 to Padd. The first public run of @154173 IEP Class 800s. https://t.co/QUyRE0tVs1 @GWRHelp @315824 @154173 A sign of things to come......25 late off Bristol TM,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000116,"@GWRHelp how can you tell passengers at Bristol that the 17:22 won’t be stopping at Bath due to the short formation of the train, but it does actually stop there. Deliberately lying to customers diverting them to the 17:30 Paddington service. What a disgrace. #gwr @GWRHelp I totally understand what you were trying to do, but you deliberately lied. You told passengers that the train would not stop at Bath when it was always going to. How does that fit with your passenger charter? #gwr",GENERAL CUSTOMER SERVICE,TRAIN / SERVICE INFORMATION,"We try to run all trains with their scheduled number of carriages, but short formations can occur when rolling stock undergoes urgent maintenance. We are sorry for the crowding and inconvenience this caused.",False,False
GWR_000117,@GWRHelp hi im trying to plan my trip to London on 18th nov from Cardiff and coming back on 19th. Nov. You still unsure re engineer work? @GWRHelp Sorry paddington @GWRHelp This this is for Saturday and Sunday? @GWRHelp Thanks,TRAIN / SERVICE INFORMATION,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000118,"@GWRHelp Hey! The last couple of days the 5.15 pm service from Oldfield Park to Gloucester has had three carriages instead of the usual two. Thank you, it's a massive improvement! Can I expect this to be the new norm? 🤞 @726978 @GWRHelp That used to make my day when I was commuting. So much better. @58063 @GWRHelp You can say that again. Today I even have a seat, two days ago several passengers had to wait for the next train (in an hour) while the rest of the passengers got to enjoy an involuntary group cuddle! @GWRHelp It's back down to 2 today. More repairs happening? @GWRHelp Thanks for the update, appreciate it. Can I expect a 2-carriage service until next year?",TRAIN / SERVICE INFORMATION,TRAIN / SERVICE INFORMATION,"We try to run all trains with their scheduled number of carriages, but short formations can occur when rolling stock undergoes urgent maintenance. We are sorry for the crowding and inconvenience this caused.",False,True
GWR_000119,Why do I get this bizarre awful web app in place of the native app when I search for trains sometimes? @GWRHelp @GWRHelp It’d be helpful if it didn’t default to invalid terms. Arrive before makes no sense at all. Thanks https://t.co/Jcq46y4GPE,TECHNICAL / WEBSITE / APP,TECHNICAL / WEBSITE / APP,"We apologize for the technical issue with our app/website. Please check if you have the latest app update installed, or try completing your transaction via a web browser. If it persists, please DM us a screenshot of the error.",False,True
GWR_000120,@GWRHelp Hey! Need to get back from Gatwick Tiz Dorking. Previous 2 trains cancelled. Any advice on best way to get back home? @GWRHelp Any idea how likely it is to be cancelled? I’ve just been chucked off a train last minute as it’s no longer calling at Redhill.... just want to get home.,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,True
GWR_000121,"@GWRHelp Hi, what platform is the 9.37 train from Slough to Reading? @GWRHelp thank you :) could you also tell me which platform i will be pulling up to at Reading? And which platform is to Gloucester (10.03)",ROUTE / TIMETABLE / STATION,ROUTE / TIMETABLE / STATION,"Live platform allocations and departure times are displayed on station screens and in the GWR app. Platforms are confirmed shortly before arrival, so please check the departure boards at the station.",False,True
GWR_000122,@GWRHelp Will the 17.48 from Cheltenham Spa to Great Malvern be running? Currently delayed and slightly concerned!,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000123,@GWRHelp yep ticket machine at melksham is out of service again,BOOKING / TICKETS,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",False,True
GWR_000124,"@GWRHelp fare jumpers currently hiding in loos, coach 6or 7, 17:10 from Burnham to paddington",GENERAL CUSTOMER SERVICE,TRAIN / SERVICE INFORMATION,"We try to run all trains with their scheduled number of carriages, but short formations can occur when rolling stock undergoes urgent maintenance. We are sorry for the crowding and inconvenience this caused.",False,False
GWR_000125,Going to Bristol. Seat reservation for carriage C. There is no carriage C. What's that about @GWRHelp? @GWRHelp 9.15 to Cardiff @GWRHelp Well it would have been helpful to tell people that. No announcement at station or in train.,TRAIN / SERVICE INFORMATION,TRAIN / SERVICE INFORMATION,"We try to run all trains with their scheduled number of carriages, but short formations can occur when rolling stock undergoes urgent maintenance. We are sorry for the crowding and inconvenience this caused.",False,True
GWR_000126,@GWRHelp thanks for wrongly advertising 17:57 Reading to Slough. Ended up in London with quite a few others. Not happy not acceptable. @GWRHelp Really? Tell the other people told at Paddington late runner put ahead. Not what it said on screens at top of stairs @GWRHelp Finally. Although missed appt due to this.,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000127,"@9540 just waiting for the 1754 from Swindon to leave. It's possible the doors might close. #overcrowding @GWRHelp It was 3yrs ago &amp; this thread had @gwrhelp trailing new trains for Swindon-&gt;chelt. New trains here now, but just as bloody overcrowded @GWRHelp for an old train it’s impressively new and shiny, even got that new train smell. I’ll be more patient tho",GENERAL CUSTOMER SERVICE,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000128,@GWRHelp why has the 8.22 from Taplow been late every day since you changed the time from 8.18? I assumed you did that so it didn’t look as late (always arrived after 8.20 anyway!) but you’ve made it way worse somehow?!,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000129,"After a full working day, this is turning out to be a n'mare journey. @GWRHelp - what's going on with the line to Taunton? Im cold n tired @GWRHelp - delayed 20.35 from Paddington. Train manager doing a sterling job of keeping us posted and walking the train. Still a pain tho!",TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000130,Felly @GWRHelp maw dwyiethrwydd yn iawn yng Nghernyw a Llundain (gorsaf Southall) ond nid yng Nghymru. Pam ydych ein trin ni fel ail-ddosbarth? @95967 https://t.co/AWsjHRMPV4 @GWRHelp @95967 @120244 Chi wedi methu'r pwynt yn llwyr Jordan bach! O'n i'n sôn am yr awydd am ddwyieithrwydd yn cyffredinol. Dydy'r Welshman ddim yn gair Cymraeg. A'r ffaith bod @120244 wedi hoffi'ch ateb yn gweud y cyfan! @705807 @GWRHelp @95967 Haia David. Flin am unrhyw gamddealltwriaeth. 'Dyn ni wedi ymrwymo i ddarparu gwybodaeth yn y Gymraeg. Mae gwybodaeth yn ein Siarter - https://t.co/rDiGQr96mi ^Nia,GENERAL CUSTOMER SERVICE,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000131,"@GWRHelp fantastic new experience on #newgwrtrains, first its 20+ mins late out of Paddington and then it breaks down at reading",TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000132,"@GWRHelp a colleague of mine had his train cancelled, then travelled out on another one which was constantly delayed due to one engine, most of the journey he had to stand. How does he claim compensation if his ticket was taken by the barrier? @GWRHelp I was told London Paddington to Bristol Temple Meads 23rd November 18:45 @GWRHelp It was booked through a travel booking agency @GWRHelp Yeh an email confirmation he'll have from the booking company @GWRHelp Thank you Rachel",REFUND / COMPENSATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,False
GWR_000133,@GWRHelp Not a great start for these new trains guys. 0700 from Padd to Bristol. Late from the depot again. Last time it was only 5 coaches. 8.17 at CPM was rammed full already. @GWRHelp Which one will get here first Lol.. . https://t.co/uygi3dsVjE @GWRHelp I'm on the 0843 out CPM now. Late and cold. But then I'm not the only one. Puzzled wrt what happened to the previous train?,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000134,@GWRHelp Why has the 6:44 from Reading to London been cancelled again? Twice this week !!,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,True
GWR_000135,"""Congestion""? So we left on time and all the trains are passing us in &amp; out of PAD. Not looking forward to another missed connection. 18:42 to MAI @GWRHelp @GWRHelp Bourne End connection @GWRHelp Appreciate that but now the straight through trains have gone connections are being missed more often than not. Wasted return ticket + taxi cost #nothappy",TRAIN DELAY / CANCELLATION,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",True,False
GWR_000136,@GWRHelp  every single time the train is delayed it gets terminate at Shrub Hill yet they never tell us before we board the train. (2/2),TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000137,@GWRHelp morning.  What's happening between frome grime and Westbury.  No train no info. Thanks @GWRHelp Yes.... info coming through now at station but I'll miss Westbury connection @GWRHelp Thanks Lewis. Info not good enough at station. kept changing and no reason. On train now.  Long wait at Westbury for next train. Thanks,TRAIN DELAY / CANCELLATION,ROUTE / TIMETABLE / STATION,"If your train was delayed causing you to miss a connecting service, your ticket is valid on the next available train to your destination. Station staff will also be able to advise on alternative routes.",False,False
GWR_000138,"@GWRHelp hello, I am booked onto Gloucester to Hunts next Tuesday, part of my journey is via tube, is the price included in my fare, or not? @GWRHelp Yes, purchased a few weeks ago. I go Glos-Paddington, Paddington-Kings Cross, and Kings Cross to Hunts",BOOKING / TICKETS,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000139,I think you're the only reason I get angry @GWRHelp @GWRHelp Trains cancelled this morning now I'm delayed getting home from Ealing,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,True
GWR_000140,@GWRHelp why can't I see any train options and times for December 26? This is for a journey from Cornwall to Bristol.,TRAIN / SERVICE INFORMATION,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000141,"@GWRHelp Let’s hope the staff are a little less aggressive when enforcing no ticket policies that don’t exist! @GWRHelp Maybe having trains run on time or add some carriages to already struggling trains which can’t handle their own loads. Bristol to London is not a problem, sort out your other stations, such as Weston-super-Mare. @GWRHelp I heard from GWR staff that the HS trains will be sold to another firm once the new trains are fully working.  Two trains an hour which are over crowded, delayed or often cancelled as they have been in the pasts few weeks is not great for a large town. @GWRHelp But we already get highspeed from 7pm I’m on about having actual running trains throughout the day, that you don’t get crammed into at Bristol or left on the platform because the 2 or 3 coach train is to full. @GWRHelp Thank you as someone who frequently gets the train from WSM through Bristol then down to Bath, London or Cardiff, sometimes other places. If there are only two or three trains an hour, usually packed, I am often left stranded till a train can be boarded, causing me to be late.",OTHER,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",True,False
GWR_000142,Complete overcrowding again on @GWRHelp arguably unsafe for elderly passengers currently on board and certainly not comfortable. Ridiculous this happens in a modern society. @GWRHelp The delayed 16:41 from Bristol Temple Meads to Great Malvern. @GWRHelp @651532 From RAIB Report 02/2017 on the low-speed collision of two GWR trains at Plymouth: https://t.co/PDSRkeAZpU,GENERAL CUSTOMER SERVICE,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,False
